video_uid,file_size_mb,duration_sec,fps,width,height,video_source
05d231ed-7457-441f-b8ff-1393576989bc,99.091699,410.17,30.0,1920.0,1440.0,bristol
05df8f7c-48cb-434b-9cdc-e27d37a92900,405.664157,1070.71,30.0,1920.0,1440.0,bristol
05e8b510-0973-4cbd-9a23-bf2c156b7958,942.280092,473.7,30.0,1440.0,1080.0,unict
05f672ea-1651-4767-9c8a-0f504805e9c7,64.246796,785.83,30.0,1440.0,1080.0,unict
0616a658-adaf-4a2f-b0cf-40d5858162e3,202.465357,1531.3,30.0,1440.0,1080.0,unict
061df4a0-dbe4-4c05-bb44-e7cdc6b235c9,48.412573,136.4,30.0,1440.0,1080.0,unict
062ded0e-1df8-42d1-adaa-fc948e1cd7de,1319.503246,4068.13,30.0,1440.0,1080.0,kaust
06456897-960d-4d0c-8ce2-cd50a5a57bc3,10111.192466,3130.87,30.0,1920.0,1440.0,bristol
06532156-65f9-4b7d-b40c-552267e2f480,77.236015,123.13,30.0,1440.0,1080.0,kaust
0677b703-0443-4cf3-9d51-19dcb2b3f06d,192.501279,2221.5,30.0,1440.0,1080.0,unict
068c3c6b-fbbc-486f-bc4c-f56e26448a09,513.680113,708.01,30.0,1920.0,1440.0,utokyo
06bb2e99-5112-4987-ac5b-9fd52bb144d0,36.328568,102.89,30.0,1440.0,1080.0,iiith
06cf946b-4713-4ca2-addf-55ce95a26d98,461.53102,1406.38,30.0,1440.0,1080.0,iiith
06ddd32b-c698-4686-a0ee-322ef353b280,1618.454042,791.1,30.0,1920.0,1440.0,cmu
06df3251-8d22-4ea0-8d0a-0ae4760d771f,239.522087,959.53,30.0,1920.0,1080.0,unict
07287862-edf9-45d8-a33b-853943d3aae5,858.774223,3690.27,30.0,1440.0,1080.0,kaust
07309684-1f6e-4977-ab74-f3e63c361f36,314.722769,589.23,30.0,1920.0,1080.0,minnesota
0755c2cb-eb91-4e44-aac6-19b5237befd5,115.268207,253.47,30.0,1440.0,1080.0,unict
076991b3-4241-43ac-8c2c-a18c988f5684,428.771369,871.8,30.0,2560.0,1920.0,cmu_africa
07884569-3860-4a20-8c85-278eefbd678e,370.927694,1168.51,30.0,1920.0,1440.0,bristol
078b33d5-2f4c-40a1-b710-cdd368a19ff0,302.883276,884.1,30.0,1440.0,1080.0,kaust
078f6bad-aa22-48bf-9df2-4d2f6ba7b556,2873.531544,586.17,30.0,2560.0,1920.0,cmu
07b1c874-9dc1-42bc-87ff-dffa9bef14fb,691.169854,5409.87,30.0,1440.0,1080.0,unict
07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6,497.325361,1049.23,30.0,1920.0,1440.0,bristol
080657b3-7f23-4285-96ec-39136e58cdf1,9.391981,23.97,30.0,1920.0,1440.0,cmu
082db032-f3f2-408b-a116-84d62f673915,2287.231941,4051.62,30.0,1440.0,1080.0,iiith
0831d387-a359-427c-832d-b306f4720f45,53.557911,219.82,30.0,1920.0,1080.0,unict
0836e1a4-11e6-4b31-bd39-f8e083fdadb3,703.013595,3046.63,30.0,1440.0,1080.0,unict
088add57-cf62-4ddd-9908-7eb738b0ec22,339.698035,3131.32,30.0,1440.0,1080.0,iiith
089359b2-bab1-40c4-bddb-cd9bbf47c931,96.167954,224.32,30.0,1440.0,1080.0,iiith
08938799-8318-4541-a6c6-22d4db408e67,4413.405989,1789.67,30.0,2560.0,1920.0,cmu
089a5df8-49b1-4494-86b6-2a87dcaa4d50,76.318953,236.27,30.0,2560.0,1920.0,cmu
08d94a5d-7c4b-4b1c-af12-c1ceb53c51c8,330.439914,1619.9,30.0,1920.0,1080.0,unict
08f5fcdf-c038-4e1f-a1e9-b5939900feba,151.466434,1219.23,30.0,1440.0,1080.0,kaust
0928af96-a3fd-4930-9bc1-2fa43d01bb53,472.556873,1122.93,30.0,1920.0,1440.0,bristol
094bb63c-2050-4471-88eb-de3b86c26c81,267.448162,669.27,30.0,1920.0,1440.0,utokyo
0963bd23-604b-4e7b-8ae0-19471c4b72ee,1316.490195,2126.1,30.0,1920.0,1080.0,uniandes
09690df3-0715-4875-8745-7e8830c761d0,5817.282103,3905.1,30.0,1920.0,1080.0,uniandes
096ae42f-c861-45bc-ae7a-6f1f1746d228,722.159998,4021.64,30.0,1440.0,1080.0,kaust
0971527a-6cd3-4c82-9d94-09b3565f4505,110.803802,656.73,30.0,1440.0,1080.0,unict
099f6f96-5aa7-4da8-a5e0-2e8bc03beee6,759.997074,1312.96,30.0,1920.0,1440.0,bristol
09a00f4b-e661-42a8-ad45-c5e9f5ff0ff6,332.928437,1228.53,30.0,1440.0,1080.0,unict
09b861da-bcff-41d5-b3b9-0d25ad712fad,175.081747,472.7,30.0,1440.0,1080.0,kaust
09bccca1-368b-4776-9433-3c8835837110,254.42652,309.4,30.0,1920.0,1440.0,utokyo
09c98c4f-dc2a-429b-8afa-624211cd4bfd,74.008205,662.1,30.0,1440.0,1080.0,kaust
09f2bc9c-f1e7-465d-ab5f-d5bdaeb4fb20,99.525203,321.4,30.0,1440.0,1080.0,unict
09fe2f2d-7d90-4d7d-9dcd-baec4704f4cc,2970.291159,6521.2,30.0,1920.0,1080.0,uniandes
0a01978c-e16d-4587-95f1-49efa3ab15d9,453.205406,2236.3,30.0,1440.0,1080.0,kaust
0a02a1ed-a327-4753-b270-e95298984b96,614.244926,1711.3,30.0,1920.0,1440.0,cmu
0a09f8fc-ff87-4210-b682-d2ae38af33eb,1034.203794,966.87,30.0,1440.0,1080.0,unict
0a4dded4-0ee3-4c9d-b13e-f9f2fa85dfa3,471.524466,642.47,30.0,2560.0,1920.0,cmu
0a76a002-ec78-4f91-b4b1-0c9f4a9ab8e5,2559.128288,4933.49,30.0,1920.0,1080.0,iiith
0a7c1b9a-6c98-4f74-a8ad-3f06689d0146,14.179741,28.93,30.0,1920.0,1440.0,cmu
0a90656a-eac8-49fa-a253-78f5626c8d5c,108.400661,508.67,30.0,1440.0,1080.0,kaust
0ae6293e-eda5-44f7-b56e-e8f27fcde953,84.136318,161.9,30.0,1920.0,1440.0,bristol
0aec2b0c-18e1-453b-a6ed-e484698d41df,877.967955,2893.69,30.0,1440.0,1080.0,iiith
0afbf08b-09a5-4c15-a85a-5ebf88866443,125.335411,1045.53,30.0,1440.0,1080.0,kaust
0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,334.274392,1784.2,30.0,1920.0,1440.0,bristol
0b245a61-32d6-4b14-897c-724adad5b231,2320.588525,706.97,30.0,2560.0,1920.0,cmu
0b24eb9e-a5ae-4389-b2cd-11fbf88e9c4a,106.282354,461.67,30.0,1440.0,1080.0,unict
0b38da1c-2b62-4c05-a68e-e8f2aafa47a8,972.618424,1525.77,30.0,2560.0,1920.0,cmu
0b530687-26d8-4c9d-9771-c758ecd2ecbf,17326.37813,16971.6,30.0,1920.0,1080.0,uniandes
0b6fc89d-bf4b-44f3-82e7-67ee02517459,110.849552,151.64,30.0,1920.0,1440.0,utokyo
0b70ed1e-c914-4de0-b748-5c808b254152,770.543814,1800.13,30.0,1920.0,1080.0,minnesota
0b8a87ed-07f2-4434-adde-a1c88f4bb30f,68.969713,177.2,30.0,1440.0,1080.0,unict
0b8bba27-40f4-4c13-8513-17666c1361d1,172.381743,422.3,30.0,1920.0,1440.0,cmu
0ba47c77-96fe-4930-b167-340e62ab851c,391.491962,708.03,30.0,1920.0,1440.0,utokyo
0be30efe-9d71-4698-8304-f1d441aeea58,301.986993,773.9,30.0,1440.0,1080.0,unict
0c09032d-2139-41fe-8f76-21f33bbebf31,230.134801,1062.5,30.0,2560.0,1920.0,cmu
0c0ec306-2554-42fe-a744-cd1fec78f689,22.97951,54.47,30.0,1920.0,1440.0,utokyo
0c192ca8-1ede-4ef0-a05e-2f4151b6bdfc,27.552531,282.97,30.0,1440.0,1080.0,unict
0c2a22d4-8f77-4558-b8f2-2efad1bda1f8,3.238344,59.53,30.0,1440.0,1080.0,kaust
0c3db5fa-23e0-4311-ad4e-72a70ad29700,258.65185,378.5,30.0,2560.0,1920.0,cmu
0c7c9f06-9ddd-46df-83c2-20c8edcf1a9b,229.01206,2126.27,30.0,2560.0,1920.0,cmu_africa
0c8c2f4b-a006-47ca-8826-133af1dfb632,183.698701,160.97,30.0,1440.0,1080.0,unict
0ca15932-2ede-4802-8f8d-68555c68c0b8,486.83179,1058.07,30.0,1440.0,1080.0,iiith
0cb2dd94-afb1-4e30-a62f-724f34d81777,521.309382,754.9,30.0,1440.0,1080.0,unict
0cb95a59-008a-4087-b8dc-2299ded5617d,211.470273,280.87,30.0,1440.0,1080.0,unict
0cd3698b-9f75-4a43-a8b3-a3bd25b9dc52,5982.530837,3344.9,30.0,2560.0,1920.0,cmu
0ce20f1b-104c-48aa-a957-75f772238639,19.21972,287.9,30.0,1440.0,1080.0,kaust
0d06eef8-db05-441e-b8bd-9087d4279ed5,249.858314,679.93,30.0,1440.0,1080.0,kaust
0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73,129.623313,301.8,30.0,1920.0,1440.0,bristol
0d2d5c6d-08e6-461f-baac-a6cbf467e86f,453.375093,689.9,30.0,2560.0,1920.0,cmu_africa
0d572bb4-543a-4fa2-afce-876f854a559a,180.621715,1058.07,30.0,1440.0,1080.0,iiith
0d807e15-cf55-4038-83c4-d064a9ec2b46,141.771392,708.03,30.0,1920.0,1440.0,utokyo
0d8a3e5c-4263-4f80-b32d-39d4f33008ba,307.479941,1328.67,30.0,1920.0,1440.0,bristol
0db480f6-57f4-4dec-a609-000abf1bf7de,53.159415,284.9,30.0,1440.0,1080.0,unict
0dbabadf-c3d5-4e98-bb20-ce9d930c2474,408.322436,991.43,30.0,1920.0,1440.0,bristol
0dd042a0-b5be-4057-b23e-13937480a759,1155.190607,1363.57,30.0,1920.0,1080.0,minnesota
0ddfd541-8b2a-45fe-b68e-bcea0d7d03b8,338.624066,1776.56,30.0,1920.0,1080.0,nus
0de39e75-fb19-47d4-818d-fff874b05ab9,272.419164,1031.7,30.0,1920.0,1440.0,bristol
0e0d6704-1c6c-4a62-bc97-cc55658cf8ac,805.498878,5265.97,30.0,1440.0,1080.0,unict
0e254242-9a2b-453a-a9d5-24313f3a50af,432.301784,1800.0,30.0,1920.0,1080.0,minnesota
0e285926-42b9-4207-92ba-251c3b8988cd,12.191107,46.0,30.0,1440.0,1080.0,unict
0e2cb44b-37ef-4c3f-882d-a85ee706fbbe,391.289132,2367.83,30.0,1440.0,1080.0,iiith
0e3ee603-7b9d-459d-9006-65285f3efd23,1798.580284,934.87,30.0,1440.0,1080.0,unict
0e5c7293-c782-4931-ae12-4650792651bd,428.047623,950.64,30.0,1440.0,1080.0,iiith
0e6fb738-05fc-4dd5-9746-a8e10efe8c20,602.779362,3521.45,30.0,1920.0,1080.0,iiith
0e7620e8-f1b5-4093-aff9-d73ab0039e08,1324.318364,1133.47,30.0,1920.0,1440.0,bristol
0e7ba211-0dba-40b8-8ace-a3e5932db4fb,404.706325,1741.37,30.0,3413.0,1920.0,cmu_africa
0ebb682e-6aec-482c-bbb7-774ec5eca906,99.0,3174.22,30.0,1440.0,1080.0,iiith
0ed86ac8-75ac-48f4-985e-ac5b991d6b37,594.623475,4253.97,30.0,1440.0,1080.0,kaust
0edfd4dc-5b1e-4c3f-91e4-e5b1ed9bbabd,157.948007,406.63,30.0,1920.0,1440.0,cmu
0ee1471a-eaf5-44aa-8b60-78b49d4dcb0e,479.054746,4233.29,30.0,1440.0,1080.0,iiith
0ee70fb4-ac6d-4da8-80e6-f5a94834eb10,747.598673,3665.4,30.0,1440.0,1080.0,iiith
0f07958c-04e3-4be9-9118-f3313c4e183e,218.199066,550.87,30.0,1920.0,1080.0,minnesota
0f0dde23-36e9-4470-ba96-b85a39e45ed9,1868.643879,1594.27,30.0,1920.0,1440.0,cmu
0f1024e6-ff80-46e2-aea8-3878f11bc1d7,945.023492,1540.07,30.0,1440.0,1080.0,kaust
0f15eea3-442e-41d1-a6bf-f200c28d4eca,590.22882,370.02,30.0,1920.0,1080.0,minnesota
0f809826-2ccb-4a75-abbd-81125f65994c,463.594632,1144.81,30.0,1920.0,1440.0,bristol
0fa75cb3-c4a0-4232-bdc4-15116ed39d88,944.8612,3610.37,30.0,1440.0,1080.0,kaust
0fb8012d-430d-4b45-a8eb-5fd8cb43f5b0,1573.212041,3827.28,30.0,1920.0,1440.0,bristol
0fbbdc01-d28a-4776-b365-13ad464e1af8,833.13904,2705.55,30.0,1440.0,1080.0,iiith
0fbf42b1-23ed-4a2b-ad71-ab438b45e0d2,2365.283066,1389.07,30.0,2560.0,1920.0,cmu
0fcf23a0-fc53-4378-9a99-18c4f109f659,164.531526,426.33,30.0,1920.0,1080.0,minnesota
0fe191ef-c28a-422c-aede-46f8aa8532a6,1350.625959,3521.37,30.0,1440.0,1080.0,kaust
0fedfa42-bfda-47c1-8f59-2c91b2c229fe,1513.096328,3733.03,30.0,1920.0,1440.0,bristol
10019839-9ded-439f-a573-5ccacd7d829d,621.295118,1403.72,30.0,1920.0,1440.0,bristol
1025f75a-dc3d-4a90-9542-8a92755e0761,354.30251,1058.09,30.0,1440.0,1080.0,iiith
10335b1c-4b8b-4f57-8c55-d540e04c08ec,325.999015,1182.4,30.0,1920.0,1440.0,bristol
105c43dd-ba43-477c-94f7-0053435a0576,146.13194,374.9,30.0,1920.0,1440.0,cmu
105d3303-8e2d-4c20-96ff-e9a8ff325109,690.405957,1787.04,30.0,1920.0,1440.0,bristol
106e9447-8a09-4e89-964e-61c927827a56,978.199538,1933.78,30.0,1920.0,1440.0,bristol
10a7fd5a-169d-4b0c-ba8b-825af7bd2117,251.010981,2091.43,30.0,1440.0,1080.0,kaust
10ab80d7-0eb7-4f35-935d-93a9531635d3,478.365481,1403.87,30.0,1920.0,1440.0,bristol
10beec0f-0e23-4506-b446-b8389aabe0bb,494.840998,958.03,30.0,1920.0,1440.0,cmu
10fe0677-6ee2-4252-b007-e75a3797e807,310.322342,1058.09,30.0,1440.0,1080.0,iiith
110352df-c7a3-4fec-a707-42936d101c28,129.572049,290.7,30.0,1920.0,1080.0,minnesota
1120c597-930c-49b7-8a61-f0dce9c31be5,97.81691,212.9,30.0,1440.0,1080.0,unict
11286c45-7869-4b84-81a5-7fcb9a247e9d,62.458138,120.09,30.0,1920.0,1440.0,utokyo
11347764-f16d-43bc-9dae-3f1f046acfc8,2808.341266,6919.4,30.0,1920.0,1080.0,uniandes
1145f1c0-4423-4e3f-a79a-70b0948dcf59,229.240056,2845.6,30.0,1440.0,1080.0,kaust
114c1877-5b5b-4ca3-9399-bd535d55669a,205.91959,495.93,30.0,1440.0,1080.0,kaust
114d86a7-2849-46de-8bb7-8fe1e1a48be8,143.633521,275.46,30.0,1920.0,1440.0,utokyo
115774b6-534d-444f-b7aa-d1b834eb0ee7,458.336512,4396.83,30.0,1440.0,1080.0,unict
115cb95f-7030-4eab-b5de-120b63b3f21c,1098.602302,6348.42,30.0,1440.0,1080.0,iiith
116a613c-be2e-4dcd-b99f-821ba1bf5463,103.044562,1008.7,30.0,1440.0,1080.0,unict
11742bbe-b42c-49e6-8a12-7153c8cdd15e,1.280993,48.09,30.0,1440.0,1080.0,iiith
11ea0e12-7398-48d0-a674-1c66da3a55eb,89.87553,273.75,30.0,1920.0,1080.0,unict
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,365.413635,929.57,30.0,1440.0,1080.0,unict
11fb6f55-4bf0-4992-ad15-d30a51447ab3,488.898665,1058.17,30.0,1440.0,1080.0,kaust
1246d6ec-5620-4f71-8b4b-d823775f58c2,269.267329,1835.4,30.0,1440.0,1080.0,kaust
124d8745-52d7-464c-bb46-65b96bbdcffa,393.607978,2171.14,30.0,1440.0,1080.0,kaust
127392a3-036a-4af6-9db9-ca00141229db,525.199295,673.67,30.0,1440.0,1080.0,unict
12a6739e-7ff1-4427-ad12-ad5749693975,741.985859,3046.91,30.0,1440.0,1080.0,iiith
12bf3659-40c4-4094-a4d3-507ec04bc512,486.314283,1063.03,30.0,1920.0,1440.0,bristol
12c94eea-9d2c-4a0e-a25c-c3d286f566d0,124.053995,280.77,30.0,1920.0,1440.0,utokyo
12eeb457-8acc-4ae1-a7d8-2b9814612c8e,84.781073,180.05,30.0,1920.0,1080.0,unict
12f82d62-a2ed-42f7-a558-7403345d0705,16096.915505,3190.67,30.0,2560.0,1920.0,cmu
1309c412-1d3b-449a-95d7-853616686f89,301.225019,1840.5,30.0,1920.0,1080.0,nus
130e4f24-c55c-4d09-a1fc-7d9198ae1030,690.388283,560.73,30.0,1920.0,1440.0,cmu
1314208b-b64d-4ebc-bc9a-fc05c091ed45,9.950393,25.41,30.0,1920.0,1440.0,utokyo
1321d3aa-dc41-4bee-94a7-559536885b88,282.414233,508.53,30.0,1440.0,1080.0,unict
134524f4-c31d-4aff-b9c5-21409a73b98d,663.94181,1800.0,30.0,1920.0,1080.0,minnesota
13488a91-cef6-46f4-8007-9453d5d49925,611.826202,914.63,30.0,1920.0,1080.0,minnesota
1348c9f9-fc8b-40c7-b1ab-5b6281e5d390,988.672009,1056.82,30.0,1920.0,1440.0,bristol
134a4c63-583a-4e64-8cf9-002b6d26cdf1,459.397553,2725.53,30.0,1440.0,1080.0,kaust
13751c70-fca9-4f64-a339-890b6c770664,777.61612,3010.8,30.0,1920.0,1440.0,cmu
139b62bf-aac2-4bbc-a083-f3fd682b7600,20.332582,71.23,30.0,1440.0,1080.0,iiith
13afdff5-2f0b-411a-a8ee-09991373b3ed,4.243613,41.5,30.0,1440.0,1080.0,unict
13b99328-83c3-46ac-bf83-43cba4473489,18.438822,223.6,30.0,1440.0,1080.0,unict
13bbcf71-cc9d-40f9-b072-77841ea8b7a2,44.105219,103.5,30.0,1440.0,1080.0,kaust
13c76616-f168-4af0-8d2a-fe82ce232d6a,652.443678,1639.83,30.0,1440.0,1080.0,iiith
13d7173f-e8d1-4124-a66b-2ae648da9dbd,491.365145,1403.4,30.0,1920.0,1080.0,minnesota
13e70b53-abc6-46d3-96da-d30b8327b223,368.111892,909.87,30.0,1440.0,1080.0,unict
140ca80c-39c0-4aae-a7f9-285431972107,57.673644,676.23,30.0,1440.0,1080.0,kaust
14177ca9-924f-4e68-b218-6009dbddc7cc,406.328554,496.28,30.0,1920.0,1440.0,utokyo
141ce529-f793-48be-acde-24747af68b07,1316.234458,1504.57,30.0,1440.0,1080.0,kaust
141e08b9-c464-4b6f-9642-d9268ce419ae,8354.548517,1710.83,30.0,1920.0,1440.0,cmu
141e36da-2551-4fb5-aeff-021a3682c60a,329.031403,1404.87,30.0,1920.0,1080.0,unict
145881ef-5578-460d-bb5a-6fb80ef7d457,112.117042,967.66,30.0,1440.0,1080.0,iiith
14644fba-afeb-471c-8d82-2a7783dc67c5,1020.018673,1279.77,30.0,1920.0,1440.0,bristol
146a4b4b-96a5-4d8f-a5b1-78dbb6ee5edf,14384.178295,14853.1,30.0,1920.0,1080.0,uniandes
146d77cc-be02-48cc-8c95-afd7566edfae,102.625705,227.03,30.0,1920.0,1440.0,utokyo
148bbdfe-f5c9-450a-a39f-9ed79a0d23ed,261.870838,589.78,30.0,1440.0,1080.0,iiith
14a05360-fcc4-4bf6-97d3-2d77bc282c84,52.152175,794.7,30.0,1440.0,1080.0,iiith
14bcb17c-f70a-41d5-b10d-294388084dfc,33.353583,124.57,30.0,1440.0,1080.0,kaust
14d6ec93-4a74-4776-8837-abe5a305271f,333.689034,965.69,30.0,1920.0,1440.0,bristol
14e96091-4011-4557-95b3-a195fb5c39d8,497.560709,1815.6,30.0,1920.0,1080.0,nus
14e9c56e-b418-4bbf-bfe0-63810ef744d4,442.936679,1403.27,30.0,1440.0,1080.0,unict
14f223fb-e812-49b6-9758-5b312df21d5c,12.115311,149.73,30.0,1440.0,1080.0,unict
150c104e-f9bd-4a81-b885-0e8b9968cada,1421.132093,2565.29,30.0,1920.0,1440.0,bristol
150c7fa0-941b-4565-aff6-e83c7b6daf31,1066.618785,2700.3,30.0,1440.0,1080.0,iiith
15217da0-41f5-4594-80f3-6cc93accac2c,54.90834,368.63,30.0,2560.0,1920.0,cmu
1522d43b-dc5b-4a58-b169-b8eb54e2fa27,3660.483359,1594.7,30.0,2560.0,1920.0,cmu
15440074-6cd7-479c-b308-4d68bf813cc1,50.633891,57.0,30.0,1440.0,1080.0,unict
1558e9f2-d7f3-4a23-9627-4240f506d7df,248.135578,2093.03,30.0,1440.0,1080.0,kaust
155f8d74-4c5c-4821-a18b-fceaa9c6199c,3407.0349,11112.5,30.0,1440.0,1080.0,iiith
15758e99-690c-49d0-ae5f-92acc47df06e,308.066819,2116.16,30.0,1440.0,1080.0,iiith
15c5a595-c577-4b4b-b26a-639517f140c9,2719.253306,1800.13,30.0,1920.0,1080.0,minnesota
15ce76af-7eb0-4d27-9289-c9c71863f603,432.557888,1358.33,30.0,1440.0,1080.0,kaust
15d2dc4a-b935-49f4-ae91-4c9100b681c8,642.947663,1296.68,30.0,1920.0,1440.0,bristol
160998d4-b15c-4b72-9df8-a22691480d3e,2699.383962,1062.0,30.0,2560.0,1920.0,cmu
1626db26-0c74-43d6-a5c2-c1a8fa7b1429,2038.30856,5945.9,30.0,1920.0,1080.0,uniandes
162c1bc4-89df-4475-a549-3faa7ef27c1e,498.433024,2658.0,30.0,1440.0,1080.0,kaust
